holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,Vehicles,hour,weekday,is_weekend,signal_strategy,congestion
,269.1,0.0,0.0,90,Clouds,overcast clouds,2015-12-27 01:00:00,713,26,1,6,True,Normal Operation,0
,268.55,0.0,0.0,90,Clouds,overcast clouds,2015-12-27 02:00:00,581,26,2,6,True,Normal Operation,0
,268.31,0.0,0.0,90,Snow,light snow,2015-12-27 03:00:00,329,16,3,6,True,Normal Operation,0
,267.22,0.0,0.0,90,Clouds,overcast clouds,2015-12-27 04:00:00,285,20,4,6,True,Normal Operation,0
,266.6,0.0,0.0,75,Clouds,broken clouds,2015-12-27 05:00:00,413,21,5,6,True,Normal Operation,0
,264.91,0.0,0.0,1,Clear,sky is clear,2015-12-27 06:00:00,712,21,6,6,True,Normal Operation,0
,264.17,0.0,0.0,1,Clear,sky is clear,2015-12-27 07:00:00,835,18,7,6,True,Normal Operation,0
,262.93,0.0,0.0,20,Clouds,few clouds,2015-12-27 09:00:00,1957,20,9,6,True,Normal Operation,0
,263.92,0.0,0.0,1,Clear,sky is clear,2015-12-27 10:00:00,2795,25,10,6,True,Maintain Balanced Signal,0
,264.68,0.0,0.0,1,Clear,sky is clear,2015-12-27 11:00:00,3299,23,11,6,True,Maintain Balanced Signal,0
,265.36,0.0,0.0,1,Clear,sky is clear,2015-12-27 12:00:00,3589,30,12,6,True,Maintain Balanced Signal,0
,265.99,0.0,0.0,1,Clear,sky is clear,2015-12-27 13:00:00,4206,23,13,6,True,Maintain Balanced Signal,1
,266.33,0.0,0.0,1,Clear,sky is clear,2015-12-27 14:00:00,4464,28,14,6,True,Maintain Balanced Signal,1
,265.5,0.0,0.0,1,Clear,sky is clear,2015-12-27 15:00:00,4699,20,15,6,True,Maintain Balanced Signal,1
,264.94,0.0,0.0,1,Clear,sky is clear,2015-12-27 16:00:00,4661,30,16,6,True,Maintain Balanced Signal,1
,263.23,0.0,0.0,75,Clouds,broken clouds,2015-12-27 18:00:00,4144,32,18,6,True,Normal Operation,1
,262.08,0.0,0.0,75,Clouds,broken clouds,2015-12-27 20:00:00,2163,29,20,6,True,Normal Operation,0
,261.45,0.0,0.0,1,Clear,sky is clear,2015-12-27 22:00:00,2016,29,22,6,True,Normal Operation,0
,261.22,0.0,0.0,1,Clear,sky is clear,2015-12-28 00:00:00,621,24,0,0,False,Normal Operation,0
,260.38,0.0,0.0,1,Clear,sky is clear,2015-12-28 01:00:00,382,23,1,0,False,Normal Operation,0
,260.62,0.0,0.0,1,Clear,sky is clear,2015-12-28 02:00:00,322,20,2,0,False,Normal Operation,0
,260.68,0.0,0.0,1,Clear,sky is clear,2015-12-28 03:00:00,301,17,3,0,False,Normal Operation,0
,261.06,0.0,0.0,1,Clear,sky is clear,2015-12-28 04:00:00,718,16,4,0,False,Normal Operation,0
,261.58,0.0,0.0,1,Clear,sky is clear,2015-12-28 05:00:00,2222,16,5,0,False,Normal Operation,0
,262.12,0.0,0.0,1,Clear,sky is clear,2015-12-28 06:00:00,4526,17,6,0,False,Normal Operation,1
,262.85,0.0,0.0,1,Clear,sky is clear,2015-12-28 07:00:00,4683,22,7,0,False,Normal Operation,1
,264.29,0.0,0.0,1,Clear,sky is clear,2015-12-28 09:00:00,4018,26,9,0,False,Normal Operation,1
,265.12,0.0,0.0,90,Clouds,overcast clouds,2015-12-28 10:00:00,4046,37,10,0,False,Normal Operation,1
,266.0,0.0,0.0,1,Clear,sky is clear,2015-12-28 12:00:00,4927,43,12,0,False,Normal Operation,1
,266.95,0.0,0.0,1,Clear,sky is clear,2015-12-28 13:00:00,4928,48,13,0,False,Normal Operation,1
,267.45,0.0,0.0,90,Clouds,overcast clouds,2015-12-28 15:00:00,5355,50,15,0,False,Extend Green Time,1
,267.69,0.0,0.0,75,Snow,light snow,2015-12-28 16:00:00,5565,51,16,0,False,Extend Green Time,1
,267.72,0.0,0.06,90,Snow,light snow,2015-12-28 18:00:00,2988,50,18,0,False,Reduce Speed Limit,0
,267.25,0.0,0.25,90,Snow,snow,2015-12-28 21:00:00,2149,41,21,0,False,Reduce Speed Limit,0
,267.25,0.0,0.25,90,Mist,mist,2015-12-28 21:00:00,2149,41,21,0,False,Reduce Speed Limit,0
,267.14,0.0,0.44,90,Snow,snow,2015-12-28 22:00:00,2165,38,22,0,False,Reduce Speed Limit,0
,267.14,0.0,0.44,90,Mist,mist,2015-12-28 22:00:00,2165,38,22,0,False,Reduce Speed Limit,0
,267.06,0.0,0.51,90,Snow,snow,2015-12-28 23:00:00,888,39,23,0,False,Reduce Speed Limit,0
,267.06,0.0,0.51,90,Mist,mist,2015-12-28 23:00:00,888,39,23,0,False,Reduce Speed Limit,0
,266.95,0.0,0.13,90,Snow,light snow,2015-12-29 00:00:00,505,33,0,1,False,Reduce Speed Limit,0
,266.95,0.0,0.13,90,Mist,mist,2015-12-29 00:00:00,505,33,0,1,False,Reduce Speed Limit,0
,266.73,0.0,0.05,90,Snow,light snow,2015-12-29 01:00:00,363,27,1,1,False,Reduce Speed Limit,0
,266.73,0.0,0.05,90,Mist,mist,2015-12-29 01:00:00,363,27,1,1,False,Reduce Speed Limit,0
,267.06,0.0,0.0,90,Snow,light snow,2015-12-29 03:00:00,427,22,3,1,False,Normal Operation,0
,267.06,0.0,0.0,90,Mist,mist,2015-12-29 03:00:00,427,22,3,1,False,Normal Operation,0
,267.96,0.0,0.05,90,Snow,light snow,2015-12-29 04:00:00,763,24,4,1,False,Reduce Speed Limit,0
,267.96,0.0,0.05,90,Mist,mist,2015-12-29 04:00:00,763,24,4,1,False,Reduce Speed Limit,0
,268.34,0.0,0.05,90,Snow,light snow,2015-12-29 05:00:00,2236,21,5,1,False,Reduce Speed Limit,0
,268.34,0.0,0.05,90,Mist,mist,2015-12-29 05:00:00,2236,21,5,1,False,Reduce Speed Limit,0
,268.91,0.0,0.05,90,Snow,light snow,2015-12-29 06:00:00,3568,20,6,1,False,Reduce Speed Limit,0
,268.91,0.0,0.05,90,Mist,mist,2015-12-29 06:00:00,3568,20,6,1,False,Reduce Speed Limit,0
,269.24,0.0,0.05,90,Snow,light snow,2015-12-29 07:00:00,3415,27,7,1,False,Reduce Speed Limit,0
,269.24,0.0,0.05,90,Mist,mist,2015-12-29 07:00:00,3415,27,7,1,False,Reduce Speed Limit,0
,269.4,0.0,0.1,75,Snow,light snow,2015-12-29 08:00:00,2979,27,8,1,False,Reduce Speed Limit,0
,269.4,0.0,0.1,75,Mist,mist,2015-12-29 08:00:00,2979,27,8,1,False,Reduce Speed Limit,0
,269.55,0.0,0.1,90,Snow,light snow,2015-12-29 09:00:00,3027,31,9,1,False,Reduce Speed Limit,0
,269.55,0.0,0.1,90,Mist,mist,2015-12-29 09:00:00,3027,31,9,1,False,Reduce Speed Limit,0
,269.58,0.0,0.05,90,Snow,light snow,2015-12-29 10:00:00,2989,39,10,1,False,Reduce Speed Limit,0
,269.24,0.0,0.0,90,Snow,light snow,2015-12-29 12:00:00,3584,50,12,1,False,Normal Operation,0
,269.24,0.0,0.0,90,Mist,mist,2015-12-29 12:00:00,3584,50,12,1,False,Normal Operation,0
,269.17,0.0,0.05,90,Snow,light snow,2015-12-29 14:00:00,4301,41,14,1,False,Reduce Speed Limit,1
,269.17,0.0,0.05,90,Mist,mist,2015-12-29 14:00:00,4301,41,14,1,False,Reduce Speed Limit,1
,268.55,0.0,0.0,90,Snow,light snow,2015-12-29 16:00:00,5056,49,16,1,False,Extend Green Time,1
,267.44,0.0,0.0,90,Clouds,overcast clouds,2015-12-29 18:00:00,3573,37,18,1,False,Normal Operation,0
,267.37,0.0,0.0,90,Clouds,overcast clouds,2015-12-29 20:00:00,2251,38,20,1,False,Normal Operation,0
,267.01,0.0,0.0,90,Clouds,overcast clouds,2015-12-29 22:00:00,1880,41,22,1,False,Normal Operation,0
,267.18,0.0,0.0,90,Mist,mist,2015-12-29 23:00:00,1180,43,23,1,False,Normal Operation,0
,267.18,0.0,0.0,90,Fog,fog,2015-12-29 23:00:00,1180,43,23,1,False,Normal Operation,0
,267.19,0.0,0.0,90,Mist,mist,2015-12-30 01:00:00,421,28,1,2,False,Normal Operation,0
,267.19,0.0,0.0,90,Snow,light snow,2015-12-30 01:00:00,421,28,1,2,False,Normal Operation,0
,267.24,0.0,0.0,90,Mist,mist,2015-12-30 02:00:00,356,27,2,2,False,Normal Operation,0
,267.21,0.0,0.0,90,Mist,mist,2015-12-30 04:00:00,779,21,4,2,False,Normal Operation,0
,267.16,0.0,0.0,90,Mist,mist,2015-12-30 05:00:00,2293,22,5,2,False,Normal Operation,0
,267.16,0.0,0.0,90,Mist,mist,2015-12-30 06:00:00,4625,24,6,2,False,Normal Operation,1
,266.85,0.0,0.0,90,Mist,mist,2015-12-30 07:00:00,4806,20,7,2,False,Normal Operation,1
,267.14,0.0,0.0,90,Mist,mist,2015-12-30 09:00:00,4350,30,9,2,False,Normal Operation,1
,267.8,0.0,0.0,90,Mist,mist,2015-12-30 10:00:00,4192,31,10,2,False,Normal Operation,1
,268.39,0.0,0.0,90,Clouds,overcast clouds,2015-12-30 12:00:00,5054,53,12,2,False,Extend Green Time,1
,268.81,0.0,0.0,1,Haze,haze,2015-12-30 13:00:00,5104,51,13,2,False,Extend Green Time,1
,268.83,0.0,0.0,40,Clouds,scattered clouds,2015-12-30 14:00:00,5181,56,14,2,False,Extend Green Time,1
,268.97,0.0,0.0,90,Clouds,overcast clouds,2015-12-30 16:00:00,6091,48,16,2,False,Extend Green Time,1
,268.42,0.0,0.0,90,Clouds,overcast clouds,2015-12-30 18:00:00,4739,43,18,2,False,Normal Operation,1
,266.98,0.0,0.0,90,Snow,light snow,2015-12-30 20:00:00,2564,46,20,2,False,Normal Operation,0
,265.4,0.0,0.0,75,Snow,light snow,2015-12-30 21:00:00,2412,50,21,2,False,Normal Operation,0
,264.52,0.0,0.0,1,Snow,light snow,2015-12-30 23:00:00,1479,40,23,2,False,Normal Operation,0
,264.35,0.0,0.0,75,Clouds,broken clouds,2015-12-31 00:00:00,807,38,0,3,False,Normal Operation,0
,264.58,0.0,0.0,90,Snow,light snow,2015-12-31 01:00:00,498,28,1,3,False,Normal Operation,0
,264.48,0.0,0.0,90,Snow,light snow,2015-12-31 02:00:00,397,24,2,3,False,Normal Operation,0
,264.09,0.0,0.0,1,Clear,sky is clear,2015-12-31 03:00:00,358,22,3,3,False,Normal Operation,0
,263.24,0.0,0.0,1,Clear,sky is clear,2015-12-31 04:00:00,667,25,4,3,False,Normal Operation,0
,260.83,0.0,0.0,75,Snow,light snow,2015-12-31 06:00:00,3709,22,6,3,False,Normal Operation,0
,260.5,0.0,0.0,75,Snow,light snow,2015-12-31 07:00:00,4199,23,7,3,False,Normal Operation,1
,260.0,0.0,0.0,20,Mist,mist,2015-12-31 08:00:00,3922,21,8,3,False,Normal Operation,0
,260.0,0.0,0.0,20,Snow,light snow,2015-12-31 08:00:00,3922,21,8,3,False,Normal Operation,0
,260.55,0.0,0.0,90,Snow,light snow,2015-12-31 09:00:00,3983,29,9,3,False,Normal Operation,0
,260.55,0.0,0.0,90,Fog,fog,2015-12-31 09:00:00,3983,29,9,3,False,Normal Operation,0
,260.55,0.0,0.0,90,Mist,mist,2015-12-31 09:00:00,3983,29,9,3,False,Normal Operation,0
,260.55,0.0,0.0,90,Haze,haze,2015-12-31 09:00:00,3983,29,9,3,False,Normal Operation,0
,262.17,0.0,0.0,40,Snow,light snow,2015-12-31 10:00:00,4150,35,10,3,False,Normal Operation,1
,262.17,0.0,0.0,40,Mist,mist,2015-12-31 10:00:00,4150,35,10,3,False,Normal Operation,1
,262.17,0.0,0.0,40,Haze,haze,2015-12-31 10:00:00,4150,35,10,3,False,Normal Operation,1
,264.05,0.0,0.0,90,Haze,haze,2015-12-31 12:00:00,5054,43,12,3,False,Extend Green Time,1
,264.05,0.0,0.0,90,Snow,light snow,2015-12-31 12:00:00,5054,43,12,3,False,Extend Green Time,1
,264.53,0.0,0.0,90,Haze,haze,2015-12-31 13:00:00,5245,32,13,3,False,Extend Green Time,1
,264.53,0.0,0.0,90,Snow,light snow,2015-12-31 13:00:00,5245,32,13,3,False,Extend Green Time,1
,264.83,0.0,0.0,90,Haze,haze,2015-12-31 15:00:00,5747,39,15,3,False,Extend Green Time,1
,264.83,0.0,0.0,90,Snow,light snow,2015-12-31 15:00:00,5747,39,15,3,False,Extend Green Time,1
,264.89,0.0,0.0,90,Snow,light snow,2015-12-31 16:00:00,5467,33,16,3,False,Extend Green Time,1
,265.32,0.0,0.0,90,Snow,light snow,2015-12-31 19:00:00,3576,35,19,3,False,Normal Operation,0
,265.51,0.0,0.0,75,Snow,light snow,2015-12-31 21:00:00,2768,28,21,3,False,Normal Operation,0
,265.78,0.0,0.0,75,Snow,light snow,2015-12-31 23:00:00,1802,28,23,3,False,Normal Operation,0
New Years Day,265.94,0.0,0.0,90,Haze,haze,2016-01-01 00:00:00,1513,24,0,4,False,Normal Operation,0
New Years Day,265.94,0.0,0.0,90,Snow,light snow,2016-01-01 00:00:00,1513,24,0,4,False,Normal Operation,0
,266.0,0.0,0.0,90,Snow,light snow,2016-01-01 01:00:00,1550,19,1,4,False,Normal Operation,0
,266.01,0.0,0.0,90,Snow,light snow,2016-01-01 03:00:00,719,14,3,4,False,Normal Operation,0
,264.8,0.0,0.0,90,Clouds,overcast clouds,2016-01-01 04:00:00,533,13,4,4,False,Normal Operation,0
,264.38,0.0,0.0,90,Clouds,overcast clouds,2016-01-01 05:00:00,586,17,5,4,False,Normal Operation,0
,263.99,0.0,0.0,1,Clear,sky is clear,2016-01-01 06:00:00,809,18,6,4,False,Normal Operation,0
,264.16,0.0,0.0,1,Clear,sky is clear,2016-01-01 07:00:00,882,16,7,4,False,Normal Operation,0
,264.8,0.0,0.0,75,Clouds,broken clouds,2016-01-01 08:00:00,1077,21,8,4,False,Normal Operation,0
,265.76,0.0,0.0,90,Clouds,overcast clouds,2016-01-01 09:00:00,1574,15,9,4,False,Normal Operation,0
,267.61,0.0,0.0,40,Clouds,scattered clouds,2016-01-01 10:00:00,2059,20,10,4,False,Normal Operation,0
,269.43,0.0,0.0,1,Clear,sky is clear,2016-01-01 12:00:00,3206,21,12,4,False,Normal Operation,0
,271.77,0.0,0.0,1,Clear,sky is clear,2016-01-01 13:00:00,3498,24,13,4,False,Normal Operation,0
,271.98,0.0,0.0,1,Clear,sky is clear,2016-01-01 14:00:00,3453,18,14,4,False,Normal Operation,0
,271.93,0.0,0.0,1,Clear,sky is clear,2016-01-01 16:00:00,3359,31,16,4,False,Normal Operation,0
,269.4,0.0,0.0,1,Clear,sky is clear,2016-01-01 18:00:00,2899,30,18,4,False,Normal Operation,0
,267.65,0.0,0.0,1,Clear,sky is clear,2016-01-01 20:00:00,2134,28,20,4,False,Normal Operation,0
,266.52,0.0,0.0,1,Clear,sky is clear,2016-01-01 21:00:00,1845,28,21,4,False,Normal Operation,0
,265.51,0.0,0.0,1,Clear,sky is clear,2016-01-01 23:00:00,1280,26,23,4,False,Normal Operation,0
,264.87,0.0,0.0,1,Clear,sky is clear,2016-01-02 01:00:00,633,22,1,5,True,Normal Operation,0
,263.58,0.0,0.0,1,Clear,sky is clear,2016-01-02 02:00:00,655,17,2,5,True,Normal Operation,0
,263.76,0.0,0.0,1,Clear,sky is clear,2016-01-02 03:00:00,659,16,3,5,True,Normal Operation,0
,263.24,0.0,0.0,1,Clear,sky is clear,2016-01-02 04:00:00,378,17,4,5,True,Normal Operation,0
,263.09,0.0,0.0,1,Clear,sky is clear,2016-01-02 05:00:00,610,12,5,5,True,Normal Operation,0
,263.14,0.0,0.0,1,Clear,sky is clear,2016-01-02 06:00:00,1043,18,6,5,True,Normal Operation,0
,263.39,0.0,0.0,1,Clear,sky is clear,2016-01-02 07:00:00,1440,24,7,5,True,Normal Operation,0
,264.19,0.0,0.0,1,Clear,sky is clear,2016-01-02 08:00:00,1880,16,8,5,True,Normal Operation,0
,264.99,0.0,0.0,1,Clear,sky is clear,2016-01-02 09:00:00,2715,20,9,5,True,Normal Operation,0
,267.69,0.0,0.0,1,Clear,sky is clear,2016-01-02 10:00:00,3153,33,10,5,True,Maintain Balanced Signal,0
,269.82,0.0,0.0,1,Clear,sky is clear,2016-01-02 12:00:00,4236,35,12,5,True,Maintain Balanced Signal,1
,272.08,0.0,0.0,1,Clear,sky is clear,2016-01-02 13:00:00,4426,26,13,5,True,Maintain Balanced Signal,1
,272.57,0.0,0.0,1,Clear,sky is clear,2016-01-02 15:00:00,4513,26,15,5,True,Maintain Balanced Signal,1
,271.62,0.0,0.0,1,Clear,sky is clear,2016-01-02 17:00:00,4498,30,17,5,True,Maintain Balanced Signal,1
,269.96,0.0,0.0,1,Clear,sky is clear,2016-01-02 19:00:00,3148,26,19,5,True,Normal Operation,0
,269.35,0.0,0.0,5,Clear,sky is clear,2016-01-02 21:00:00,2649,31,21,5,True,Normal Operation,0
,269.15,0.0,0.0,75,Clouds,broken clouds,2016-01-02 22:00:00,2552,31,22,5,True,Normal Operation,0
,269.56,0.0,0.0,90,Clouds,overcast clouds,2016-01-02 23:00:00,1830,33,23,5,True,Normal Operation,0
,269.89,0.0,0.0,90,Clouds,overcast clouds,2016-01-03 00:00:00,931,26,0,6,True,Normal Operation,0
,270.26,0.0,0.0,90,Clouds,overcast clouds,2016-01-03 01:00:00,633,21,1,6,True,Normal Operation,0
,270.24,0.0,0.0,90,Clouds,overcast clouds,2016-01-03 03:00:00,659,19,3,6,True,Normal Operation,0
,270.21,0.0,0.0,90,Clouds,overcast clouds,2016-01-03 05:00:00,606,13,5,6,True,Normal Operation,0
,270.11,0.0,0.0,90,Clouds,overcast clouds,2016-01-03 07:00:00,1347,21,7,6,True,Normal Operation,0
,270.12,0.0,0.0,75,Clouds,broken clouds,2016-01-03 09:00:00,2484,21,9,6,True,Normal Operation,0
,270.68,0.0,0.0,90,Clouds,overcast clouds,2016-01-03 11:00:00,3286,35,11,6,True,Maintain Balanced Signal,0
,270.96,0.0,0.0,90,Clouds,overcast clouds,2016-01-03 12:00:00,3755,31,12,6,True,Maintain Balanced Signal,0
,270.98,0.0,0.0,90,Clouds,overcast clouds,2016-01-03 14:00:00,4369,28,14,6,True,Maintain Balanced Signal,1
,271.12,0.0,0.0,90,Clouds,overcast clouds,2016-01-03 16:00:00,4052,29,16,6,True,Maintain Balanced Signal,1
,270.21,0.0,0.0,1,Clear,sky is clear,2016-01-03 18:00:00,3278,25,18,6,True,Normal Operation,0
,268.65,0.0,0.0,1,Clear,sky is clear,2016-01-03 20:00:00,1813,37,20,6,True,Normal Operation,0
,267.3,0.0,0.0,1,Clear,sky is clear,2016-01-03 22:00:00,1415,34,22,6,True,Normal Operation,0
,265.36,0.0,0.0,1,Clear,sky is clear,2016-01-04 00:00:00,476,31,0,0,False,Normal Operation,0
,263.51,0.0,0.0,1,Clear,sky is clear,2016-01-04 02:00:00,270,19,2,0,False,Normal Operation,0
,261.64,0.0,0.0,1,Mist,mist,2016-01-04 03:00:00,410,24,3,0,False,Normal Operation,0
,260.54,0.0,0.0,1,Mist,mist,2016-01-04 05:00:00,2672,19,5,0,False,Normal Operation,0
,259.91,0.0,0.0,1,Mist,mist,2016-01-04 06:00:00,5532,26,6,0,False,Extend Green Time,1
,259.25,0.0,0.0,90,Mist,mist,2016-01-04 07:00:00,6234,27,7,0,False,Extend Green Time,1
,259.25,0.0,0.0,90,Fog,fog,2016-01-04 07:00:00,6234,27,7,0,False,Extend Green Time,1
,258.93,0.0,0.0,1,Fog,fog,2016-01-04 08:00:00,5670,29,8,0,False,Extend Green Time,1
,258.93,0.0,0.0,1,Mist,mist,2016-01-04 08:00:00,5670,29,8,0,False,Extend Green Time,1
,261.23,0.0,0.0,75,Fog,fog,2016-01-04 09:00:00,4637,42,9,0,False,Normal Operation,1
,261.23,0.0,0.0,75,Mist,mist,2016-01-04 09:00:00,4637,42,9,0,False,Normal Operation,1
,261.23,0.0,0.0,75,Snow,light snow,2016-01-04 09:00:00,4637,42,9,0,False,Normal Operation,1
,263.24,0.0,0.0,1,Mist,mist,2016-01-04 10:00:00,4057,54,10,0,False,Extend Green Time,1
,263.24,0.0,0.0,1,Snow,light snow,2016-01-04 10:00:00,4057,54,10,0,False,Extend Green Time,1
,265.88,0.0,0.0,1,Clear,sky is clear,2016-01-04 11:00:00,4235,58,11,0,False,Extend Green Time,1
,268.44,0.0,0.0,1,Clear,sky is clear,2016-01-04 13:00:00,4667,45,13,0,False,Normal Operation,1
,268.68,0.0,0.0,1,Clear,sky is clear,2016-01-04 15:00:00,5618,60,15,0,False,Extend Green Time,1
,267.14,0.0,0.0,90,Clouds,overcast clouds,2016-01-04 17:00:00,6053,47,17,0,False,Extend Green Time,1
,265.74,0.0,0.0,5,Clear,sky is clear,2016-01-04 19:00:00,2834,60,19,0,False,Extend Green Time,0
,265.93,0.0,0.0,90,Mist,mist,2016-01-04 21:00:00,1902,49,21,0,False,Normal Operation,0
,266.26,0.0,0.0,90,Clouds,overcast clouds,2016-01-04 22:00:00,1389,49,22,0,False,Normal Operation,0
,266.21,0.0,0.0,90,Clouds,overcast clouds,2016-01-05 00:00:00,489,47,0,1,False,Normal Operation,0
,266.66,0.0,0.0,90,Clouds,overcast clouds,2016-01-05 01:00:00,351,30,1,1,False,Normal Operation,0
,266.87,0.0,0.0,90,Clouds,overcast clouds,2016-01-05 03:00:00,309,32,3,1,False,Normal Operation,0
,268.43,0.0,0.0,90,Clouds,overcast clouds,2016-01-05 05:00:00,2692,24,5,1,False,Normal Operation,0
,268.11,0.0,0.0,40,Clouds,scattered clouds,2016-01-05 06:00:00,5734,22,6,1,False,Extend Green Time,1
,267.86,0.0,0.0,40,Clouds,scattered clouds,2016-01-05 07:00:00,6525,24,7,1,False,Extend Green Time,1
,267.61,0.0,0.0,1,Clear,sky is clear,2016-01-05 08:00:00,5762,31,8,1,False,Extend Green Time,1
,268.29,0.0,0.0,1,Clear,sky is clear,2016-01-05 09:00:00,4836,30,9,1,False,Normal Operation,1
,269.51,0.0,0.0,75,Clouds,broken clouds,2016-01-05 10:00:00,4166,40,10,1,False,Normal Operation,1
,271.28,0.0,0.0,1,Clear,sky is clear,2016-01-05 12:00:00,4671,52,12,1,False,Extend Green Time,1
,271.83,0.0,0.0,40,Clouds,scattered clouds,2016-01-05 13:00:00,4708,39,13,1,False,Normal Operation,1
,271.9,0.0,0.0,1,Clear,sky is clear,2016-01-05 14:00:00,5188,49,14,1,False,Extend Green Time,1
,271.52,0.0,0.0,1,Clear,sky is clear,2016-01-05 16:00:00,6487,49,16,1,False,Extend Green Time,1
,270.18,0.0,0.0,1,Clear,sky is clear,2016-01-05 18:00:00,4306,46,18,1,False,Normal Operation,1
,269.28,0.0,0.0,90,Clouds,overcast clouds,2016-01-05 20:00:00,2492,57,20,1,False,Extend Green Time,0
,269.59,0.0,0.0,90,Clouds,overcast clouds,2016-01-05 22:00:00,1432,53,22,1,False,Extend Green Time,0
,270.24,0.0,0.0,90,Clouds,overcast clouds,2016-01-05 23:00:00,972,46,23,1,False,Normal Operation,0
,270.7,0.0,0.0,90,Clouds,overcast clouds,2016-01-06 00:00:00,757,48,0,2,False,Normal Operation,0
,270.72,0.0,0.0,90,Clouds,overcast clouds,2016-01-06 01:00:00,555,36,1,2,False,Normal Operation,0
,270.85,0.0,0.0,90,Clouds,overcast clouds,2016-01-06 02:00:00,426,36,2,2,False,Normal Operation,0
,270.59,0.0,0.0,90,Clouds,overcast clouds,2016-01-06 03:00:00,475,31,3,2,False,Normal Operation,0
,269.84,0.0,0.0,1,Clear,sky is clear,2016-01-06 04:00:00,1007,22,4,2,False,Normal Operation,0
,269.3,0.0,0.0,1,Clear,sky is clear,2016-01-06 05:00:00,2772,25,5,2,False,Normal Operation,0
,269.53,0.0,0.0,1,Clear,sky is clear,2016-01-06 06:00:00,5765,19,6,2,False,Extend Green Time,1
,269.64,0.0,0.0,1,Clear,sky is clear,2016-01-06 07:00:00,6716,28,7,2,False,Extend Green Time,1
,269.84,0.0,0.0,1,Clear,sky is clear,2016-01-06 09:00:00,5104,43,9,2,False,Extend Green Time,1
,271.66,0.0,0.0,1,Clear,sky is clear,2016-01-06 11:00:00,4568,55,11,2,False,Extend Green Time,1
,272.56,0.0,0.0,90,Clouds,overcast clouds,2016-01-06 12:00:00,4699,46,12,2,False,Normal Operation,1
,273.2,0.25,0.0,90,Rain,light rain,2016-01-06 13:00:00,4889,44,13,2,False,Reduce Speed Limit,1
,273.41,0.0,0.0,90,Clouds,overcast clouds,2016-01-06 15:00:00,5623,53,15,2,False,Extend Green Time,1
,273.26,0.0,0.0,90,Haze,haze,2016-01-06 17:00:00,6071,50,17,2,False,Extend Green Time,1
,273.26,0.0,0.0,90,Snow,light snow,2016-01-06 17:00:00,6071,50,17,2,False,Extend Green Time,1
,272.65,0.0,0.0,90,Snow,light snow,2016-01-06 19:00:00,2815,56,19,2,False,Extend Green Time,0
,272.65,0.0,0.0,90,Mist,mist,2016-01-06 19:00:00,2815,56,19,2,False,Extend Green Time,0
,272.47,0.0,0.25,90,Snow,light snow,2016-01-06 21:00:00,2077,45,21,2,False,Reduce Speed Limit,0
,272.47,0.0,0.25,90,Mist,mist,2016-01-06 21:00:00,2077,45,21,2,False,Reduce Speed Limit,0
,272.39,0.0,0.0,90,Snow,light snow,2016-01-06 23:00:00,926,42,23,2,False,Normal Operation,0
,272.39,0.0,0.0,90,Mist,mist,2016-01-06 23:00:00,926,42,23,2,False,Normal Operation,0
,272.39,0.0,0.0,90,Rain,light rain,2016-01-06 23:00:00,926,42,23,2,False,Normal Operation,0
,272.54,0.0,0.0,75,Mist,mist,2016-01-07 00:00:00,558,39,0,3,False,Normal Operation,0
,272.54,0.0,0.0,75,Snow,light snow,2016-01-07 00:00:00,558,39,0,3,False,Normal Operation,0
,272.49,0.0,0.0,75,Mist,mist,2016-01-07 01:00:00,323,38,1,3,False,Normal Operation,0
,272.49,0.0,0.0,75,Snow,light snow,2016-01-07 01:00:00,323,38,1,3,False,Normal Operation,0
,272.54,0.0,0.0,40,Mist,mist,2016-01-07 02:00:00,315,33,2,3,False,Normal Operation,0
,272.54,0.0,0.0,40,Snow,light snow,2016-01-07 02:00:00,315,33,2,3,False,Normal Operation,0
,272.49,0.0,0.0,90,Mist,mist,2016-01-07 03:00:00,524,32,3,3,False,Normal Operation,0
,272.49,0.0,0.0,90,Snow,light snow,2016-01-07 03:00:00,524,32,3,3,False,Normal Operation,0
,272.49,0.0,0.0,90,Snow,light snow,2016-01-07 04:00:00,1081,26,4,3,False,Normal Operation,0
,272.49,0.0,0.0,90,Mist,mist,2016-01-07 04:00:00,1081,26,4,3,False,Normal Operation,0
,272.54,0.0,0.0,90,Mist,mist,2016-01-07 05:00:00,2842,21,5,3,False,Normal Operation,0
,272.54,0.0,0.0,90,Snow,light snow,2016-01-07 05:00:00,2842,21,5,3,False,Normal Operation,0
,272.59,0.0,0.0,90,Mist,mist,2016-01-07 07:00:00,6270,29,7,3,False,Extend Green Time,1
,272.59,0.0,0.0,90,Snow,light snow,2016-01-07 07:00:00,6270,29,7,3,False,Extend Green Time,1
,272.68,0.0,0.0,90,Mist,mist,2016-01-07 09:00:00,4839,36,9,3,False,Normal Operation,1
,272.68,0.0,0.0,90,Rain,light rain,2016-01-07 09:00:00,4839,36,9,3,False,Normal Operation,1
,272.68,0.0,0.0,90,Snow,light snow,2016-01-07 09:00:00,4839,36,9,3,False,Normal Operation,1
,273.35,0.0,0.0,90,Mist,mist,2016-01-07 11:00:00,4517,45,11,3,False,Normal Operation,1
,273.35,0.0,0.0,90,Snow,light snow,2016-01-07 11:00:00,4517,45,11,3,False,Normal Operation,1
